ID;Name;FullName;Age;Height;Weight;Nationality;Overall;Potential;Growth;TotalStats;BaseStats;BestPosition;Club;ValueEUR;WageEUR;ReleaseClause;ContractUntil;ClubJoined;PreferredFoot
246044;Andr�s Mart�n;Andr�s Mart�n Garc�a;22;170;66;Spain;70;79;9;1752;377;ST;Rayo Vallecano;3600000;11000;8300000;2024;2019;Left
198429;S. Tecl;Stanislav Tecl;31;181;82;Czech Republic;70;70;0;1833;390;ST;SK Slavia Praha;1300000;800;2900000;2023;2017;Right
207645;M. Barrow;Modou Barrow;29;177;60;Gambia;70;70;0;1773;381;LM;Jeonbuk Hyundai Motors;1600000;7000;2100000;2022;2020;Left
223517;Danilo;Danilo Barbosa da Silva;26;182;74;Brazil;70;74;4;1968;407;CB;OGC Nice;2000000;19000;4000000;2023;2018;Right
204830;Vadillo;�lvaro Vadillo Cifuentes;27;180;69;Spain;70;70;0;1772;376;LM;SD Eibar;1700000;10000;0;2023;2021;Right
194334;Daniel Ayala;Daniel S�nchez Ayala;31;190;84;Spain;70;70;0;1591;345;CB;Blackburn Rovers;1100000;21000;2100000;2023;2020;Right
194846;F. Hanin;Florent Hanin;32;177;73;France;70;70;0;1826;395;LB;Paris FC;1100000;6000;2000000;2023;2020;Left
242280;L. Ferguson;Lewis Ferguson;22;181;75;Scotland;70;80;10;2033;428;CDM;Bologna;3600000;15000;6800000;2026;2022;Right
230249;Marlinito Dias;Marlon R�mulo Dias Cavalcanti;26;189;84;Brazil;70;70;0;1662;356;CDM;Fortaleza;1500000;500;3300000;2025;2022;Right
220314;O. Marciano;Ofir Marciano;32;193;78;Israel;70;70;0;1176;382;GK;Feyenoord;800000;5000;1200000;2023;2021;Right
245810;W. Ditta;Willer Ditta;25;180;80;Colombia;70;75;5;1508;333;CB;Newell's Old Boys;2100000;8000;3300000;2022;2018;Right
214353;W. Cuesta;William Cuesta;29;195;87;Colombia;70;72;2;1123;394;GK;Club Deportes Tolima;1300000;500;3000000;2022;2016;Right
236113;Jailson Oliva;Jailson Pietro Oliva Chiamulera;30;171;65;Brazil;70;70;0;1741;370;RB;Clube Atl�tico Mineiro;1400000;650;2900000;2025;2022;Right
239953;L�o Jab�;Leonardo Rodrigues Lima;23;178;75;Brazil;70;76;6;1698;374;RM;PAOK;2500000;750;6000000;2023;2018;Right
246097;Sergio G�nzalez;Sergio G�nzalez Mart�nez;25;184;70;Spain;70;76;6;1688;368;CB;CD Tenerife;2200000;6000;4000000;2024;2021;Right
259409;L. Palacios;Lautaro Palacios;27;179;82;Argentina;70;71;1;1580;340;ST;Al Adalah;1900000;13000;3300000;2024;2021;Right
259921;V. Edvardsen;Victor Edvardsen;26;185;86;Sweden;70;73;3;1765;390;ST;Djurg�rdens IF;2100000;6000;2800000;2025;2022;Right
238674;K. Broll;Kevin Broll;26;186;85;Germany;70;74;4;928;342;GK;G�rnik Zabrze;1700000;4000;2400000;2023;2022;Right
180818;D. McGoldrick;David McGoldrick;34;183;74;Republic of Ireland;70;70;0;1788;365;ST;Derby County;775000;6000;1400000;2023;2022;Right
191058;Camora;M�rio Jorge Malico Paulino;35;177;69;Romania;70;70;0;1869;391;LB;CFR Cluj;500000;6000;700000;2024;2011;Left
260178;Juan Iglesias;Juan Antonio Iglesias S�nchez;23;185;76;Spain;70;77;7;1631;347;RB;Getafe CF;3000000;11000;6900000;2026;2019;Right
201043;B. Dejaegere;Brecht Dejaegere;31;174;72;Belgium;70;70;0;1957;407;CM;Toulouse Football Club;1300000;11000;2600000;2023;2021;Right
201299;N. Leali;Nicola Leali;29;193;82;Italy;70;72;2;1076;369;GK;Ascoli;1300000;2000;2200000;2023;2021;Right
231507;A. Soto;Alexis Soto;28;177;73;Argentina;70;70;0;1815;393;LB;Defensa y Justicia;1400000;10000;0;2022;2017;Left
207956;P. Mpanzu;Pelly-Ruddock Mpanzu;28;175;74;Congo DR;70;70;0;1944;426;RWB;Luton Town;1600000;20000;3000000;2024;2014;Right
241236;A. Semenyo;Antoine Semenyo;22;180;70;Ghana;70;79;9;1685;377;ST;Bristol City;3600000;18000;7600000;2023;2017;Right
247124;G. Mensah;Gideon Mensah;23;178;64;Ghana;70;76;6;1877;399;LWB;Free agent;0;0;0;;2022;Left
201301;D. H�egh;Daniel H�egh;31;190;79;Denmark;70;70;0;1537;321;CB;Randers FC;1100000;8000;1400000;2025;2022;Right
201041;L. Carole;Lionel Carole;31;182;78;France;70;70;0;1803;388;LB;Yukatel Kayserispor;1200000;10000;2400000;2023;2021;Left
247888;S. Esposito;Sebastiano Esposito;19;186;75;Italy;70;85;15;1824;381;CAM;RSC Anderlecht;3800000;16000;0;2023;2019;Right
239696;F. Muslija;Florent Muslija;23;172;65;Kosovo;70;73;3;1771;362;CAM;SC Paderborn 07;2200000;10000;3700000;2023;2022;Right
49486;B. Ogbeche;Bartholomew Ogbeche;37;179;82;Nigeria;70;70;0;1765;367;ST;Hyderabad FC;550000;1000;743000;2023;2021;Right
232523;B. Trawally;Bubacarr Trawally;27;185;70;Gambia;70;70;0;1745;369;LW;Hammarby IF;1700000;5000;2100000;2023;2022;Right
235852;D. Godoy;Diego Godoy;30;173;74;Paraguay;70;70;0;1750;369;LM;Guaire�a FC;1500000;500;3200000;2022;2022;Left
251212;J. Bay;Jonathan Bay;29;177;76;Argentina;70;70;0;1771;389;LB;Club Atl�tico Central C�rdoba;1400000;8000;2000000;2022;2018;Left
209485;A. M�hling;Alexander M�hling;29;186;84;Germany;70;70;0;1908;406;CM;Holstein Kiel;1600000;12000;2500000;2023;2016;Right
213582;A. Ruiz;Alan Ruiz;28;183;78;Argentina;70;70;0;1825;374;CAM;FC Arouca;1600000;6000;3300000;2022;2022;Left
214606;S. P�rez;Sebasti�n P�rez;29;175;72;Colombia;70;70;0;1792;387;CM;Boavista FC;1600000;9000;3400000;2025;2020;Right
224590;J. Benet;Jessy Benet;27;186;75;France;70;71;1;1922;400;CM;Amiens SC;1800000;5000;3300000;2024;2021;Left
198223;R. Maiello;Raffaele Maiello;30;177;73;Italy;70;70;0;1867;394;CM;Bari;1500000;3000;2300000;2023;2022;Right
222544;E. Koulouris;Efthymios Koulouris;26;184;82;Greece;70;72;2;1647;350;ST;LASK Linz;2000000;16000;3200000;2025;2022;Right
206159;S. Sabelli;Stefano Sabelli;29;176;70;Italy;70;70;0;1733;366;RB;Genoa;1400000;3000;2200000;2025;2021;Right
225359;C. Budescu;Constantin Budescu;33;186;82;Romania;70;70;0;1754;349;CAM;Petrolul Ploie?ti;1000000;5000;1400000;2024;2022;Right
236111;Vinicius Trieiro;Vinicius L�cio Trieiro Lobato;30;177;73;Brazil;70;70;0;1791;379;RB;Am�rica Futebol Clube;1400000;500;3100000;2025;2022;Right
246351;Valery;Valery Fern�ndez Estrada;22;182;75;Spain;70;78;8;1853;408;RM;Girona FC;3600000;12000;8600000;2023;2018;Right
252239;L. Gonz�lez;Lucas Gonz�lez;22;169;68;Argentina;70;76;6;1868;400;CAM;Club Atl�tico Independiente;2500000;7000;4300000;2023;2016;Right
256079;M. Caicedo;Mois�s Caicedo;20;178;71;Ecuador;70;82;12;1913;409;CDM;Brighton & Hove Albion;3800000;23000;8000000;2025;2021;Right
199504;T. Xhaka;Taulant Xhaka;31;172;72;Albania;70;70;0;1923;409;CDM;FC Basel 1893;1100000;10000;1700000;2024;2010;Right
264022;Gon�alo Esteves;Gon�alo Esteves;18;171;73;Portugal;70;85;15;1734;377;RB;Estoril Praia;3500000;2000;0;2023;2021;Right
200278;S. Garc�a;Santiago Garc�a;33;191;88;Argentina;70;70;0;1765;376;CB;Uni�n La Calera;750000;500;1600000;2022;2020;Left
210006;T. D�hne;Thomas D�hne;28;193;84;Germany;70;71;1;1185;395;GK;Holstein Kiel;1300000;9000;2100000;2023;2020;Right
246679;G. Biancone;Giulian Biancone;22;187;79;France;70;78;8;1783;385;CB;Nottingham Forest;3300000;23000;7300000;2025;2022;Right
240277;M. Gabbia;Matteo Gabbia;22;185;78;Italy;70;79;9;1569;333;CB;AC Milan;3300000;22000;6300000;2026;2017;Right
244629;F. Uremovi?;Filip Uremovi?;25;184;78;Croatia;70;74;4;1536;327;CB;Hertha BSC;2000000;14000;3600000;2026;2022;Right
255125;A. Ounahi;Azzedine Ounahi;22;182;62;Morocco;70;81;11;1810;383;CM;Angers SCO;3600000;11000;7900000;2025;2021;Right
227990;Josep Se��;Josep Se�� Escudero;30;186;79;Spain;70;70;0;1842;389;CAM;CD Lugo;1500000;6000;2300000;2023;2021;Right
165526;G. Paletta;Gabriel Paletta;36;190;80;Italy;70;70;0;1430;291;CB;AC Monza;275000;16000;495000;2023;2019;Right
233366;V. Henry;Valentin Henry;28;178;73;France;70;70;0;1883;410;RB;FC Sochaux-Montb�liard;1400000;5000;2500000;2023;2021;Right
234134;Flavio;Flavio Medeiros da Silva;26;177;73;Brazil;70;71;1;1813;388;CDM;Al Taawoun;1700000;17000;0;2023;2020;Right
251287;F. N�rnberger;Fabian N�rnberger;22;178;72;Germany;70;76;6;1869;406;CAM;1. FC N�rnberg;2500000;7000;4500000;2023;2019;Left
227477;F. Altamirano;Facundo Altamirano;26;186;78;Argentina;70;73;3;1192;384;GK;Patronato;1600000;7000;0;2022;2017;Right
186519;Juan Cala;Juan Torres Ruiz;32;185;78;Spain;70;70;0;1768;369;CB;C�diz CF;1000000;14000;2100000;2024;2019;Right
192663;F. Klos;Fabian Klos;34;194;93;Germany;70;70;0;1725;365;ST;DSC Arminia Bielefeld;775000;12000;1200000;2023;2011;Right
211608;M. Rigione;Michele Rigione;31;185;78;Italy;70;70;0;1631;343;CB;Cosenza;1100000;2000;1700000;2023;2021;Right
203929;J. Fj�luson;J�n Gu�ni Fj�luson;33;193;85;Iceland;70;70;0;1656;343;CB;Hammarby IF;750000;4000;938000;2023;2021;Left
212121;J. Vanlerberghe;Jordi Vanlerberghe;26;189;82;Belgium;70;73;3;1889;399;CDM;KV Mechelen;1800000;8000;2800000;2024;2020;Right
246169;Roberto L�pez;Roberto L�pez Alcaide;22;180;70;Spain;70;81;11;1734;367;CAM;CD Mirand�s;3600000;14000;0;2023;2021;Left
248729;G. Isaksen;Gustav Isaksen;21;178;65;Denmark;70;78;8;1711;375;LM;FC Midtjylland;3600000;12000;5400000;2024;2019;Left
237461;C. Colm�n;Cristian Colm�n;28;185;85;Paraguay;70;70;0;1747;372;ST;Barracas Central;1600000;7000;2300000;2023;2022;Right
214933;D. Rodr�guez;Diego Rodr�guez;33;184;80;Argentina;70;70;0;1283;393;GK;Godoy Cruz;525000;5000;788000;2023;2022;Left
210833;R. Improta;Riccardo Improta;28;179;73;Italy;70;70;0;1813;395;LW;Benevento;1600000;4000;2600000;2024;2018;Right
241810;Chumi;Juan Brand�riz Movilla;23;186;78;Spain;70;78;8;1568;334;CB;Uni�n Deportiva Almer�a;3300000;11000;7900000;2025;2020;Right
213905;S. Gallagher;Sam Gallagher;26;193;75;England;70;71;1;1802;384;ST;Blackburn Rovers;1900000;25000;3800000;2024;2019;Right
232849;R. Ogawa;Ryoya Ogawa;25;183;78;Japan;70;72;2;1839;401;LWB;Vit�ria de Guimar�es;1800000;6000;3900000;2024;2015;Left
233105;K. Dougall;Kenny Dougall;29;182;79;Australia;70;70;0;1824;391;CDM;Blackpool;1400000;8000;2600000;2023;2020;Right
177553;Vieirinha;Adelino Andr� Vieira de Freitas;36;172;73;Portugal;70;70;0;2032;413;CAM;PAOK;350000;500;770000;2023;2020;Right
247185;A. Palaversa;Ante Palaversa;22;187;77;Croatia;70;79;9;1869;399;CDM;Manchester City;3600000;44000;7400000;2023;2019;Right
248465;I. Maatsen;Ian Maatsen;20;168;57;Netherlands;70;82;12;1841;392;LB;Burnley;3700000;29000;0;2023;2019;Left
224146;Jes�s Imaz;Jes�s Imaz Ballest�;31;179;70;Spain;70;70;0;1789;383;RW;Jagiellonia Bia?ystok;1300000;7000;1800000;2025;2019;Right
244114;B. Mendy;Batista Mendy;22;191;82;France;70;80;10;1723;379;CB;Angers SCO;3400000;10000;7500000;2024;2021;Right
206485;R. Camacho;Rudy Camacho;31;185;79;France;70;70;0;1704;356;CB;Club de Foot Montr�al;1100000;5000;1600000;2023;2022;Right
201363;Ryder Matos;Ryder Matos Santos Pinto;29;182;70;Brazil;70;70;0;1765;377;RW;Perugia;1600000;3000;2500000;2024;2021;Right
224915;S. Wright;Scott Wright;24;175;65;Scotland;70;73;3;1664;364;RM;Rangers FC;2200000;26000;4099999;2025;2021;Right
224404;S. Giordana;Santiago Giordana;27;179;78;Argentina;70;70;0;1698;357;ST;Mushuc Runa;1700000;500;3700000;2022;2021;Right
230292;Eltildo Bessa;Elton Matheus Bessa Acuna;26;165;62;Brazil;70;70;0;1762;361;CF;Fortaleza;1800000;500;4000000;2025;2022;Left
235156;J. Dunne;Jimmy Dunne;24;188;75;Republic of Ireland;70;75;5;1552;334;CB;Queens Park Rangers;2200000;15000;4300000;2024;2021;Right
245652;M. Gueye;Makhtar Gueye;24;195;91;Senegal;70;75;5;1658;363;ST;KV Oostende;2400000;7000;3700000;2024;2020;Right
190868;K. Th�ophile-Catherine;K�vin Th�ophile-Catherine;32;183;86;France;70;70;0;1842;396;CB;Dinamo Zagreb;1000000;550;2200000;2023;2018;Right
228171;C. Ikonomidis;Christopher Ikonomidis;27;180;80;Australia;70;70;0;1851;398;RM;Melbourne Victory;1700000;6000;2100000;2024;2021;Right
208459;M. Dijks;Mitchell Dijks;29;194;90;Netherlands;70;70;0;1710;373;CB;Bologna;1400000;16000;2400000;2023;2018;Left
257866;N. Fern�ndez Mercau;Nicol�s Fern�ndez Mercau;22;172;66;Argentina;70;79;9;1910;410;LM;San Lorenzo de Almagro;3400000;7000;5800000;2023;2020;Left
230203;Claytinho Branco;Daniel Clayton Branco Juli�o;26;184;72;Brazil;70;70;0;1797;372;RB;Santos;1600000;500;3500000;2025;2022;Right
251191;J. Allevinah;Jim Allevinah;27;172;70;Gabon;70;70;0;1702;364;RW;Clermont Foot 63;1700000;11000;3400000;2024;2019;Right
196151;S. Motta;Stalin Motta;38;172;69;Colombia;70;70;0;1907;391;CAM;La Equidad;525000;500;1100000;2022;2012;Right
226616;J. Galv�n;Jonathan Galv�n;30;183;84;Argentina;70;70;0;1832;391;CB;Racing Club;1300000;7000;0;2023;2019;Right
243000;N. Bancu;Nicu?or Bancu;29;178;65;Romania;70;70;0;1946;414;LB;Universitatea Craiova;1400000;9000;1900000;2024;2014;Left
193336;V. Belec;Vid Belec;32;193;84;Slovenia;70;70;0;1107;392;GK;APOEL Nicosia FC;800000;550;1700000;2025;2022;Right
233529;F. Gaibor;Fernando Gaibor;30;180;80;Ecuador;70;70;0;1930;404;CM;Independiente del Valle;1500000;650;3300000;2022;2021;Right
233018;Kim Dae Won;Dae Won Kim;25;171;65;Korea Republic;70;73;3;1812;387;RM;Gangwon FC;2100000;5000;2800000;2022;2021;Right
230459;Tiago Pombeira;Tiago Nathan Pombeira Gesser;22;173;65;Brazil;70;70;0;1729;359;CAM;Clube Atl�tico Mineiro;1900000;600;4000000;2025;2022;Left
238391;G. Kalulu;G�d�on Kalulu;24;176;74;Congo DR;70;76;6;1744;385;CB;FC Lorient;2400000;9000;5300000;2026;2022;Right
241467;F. Feuillassier;Francisco Feuillassier;24;172;68;Argentina;70;75;5;1659;364;LM;FC Cartagena;2400000;6000;0;2023;2021;Right
208700;D. Blum;Danny Blum;31;183;83;Germany;70;70;0;1785;379;LW;APOEL Nicosia FC;1300000;750;2800000;2024;2022;Left
219452;J. Fern�ndez;Juli�n Fern�ndez;27;174;78;Argentina;70;72;2;1800;391;CDM;Newell's Old Boys;1700000;8000;2700000;2024;2019;Right
251196;F. Makaringe;Fortune Makaringe;29;181;72;South Africa;70;70;0;1795;392;CAM;Orlando Pirates;1600000;600;3500000;2023;2019;Right
200765;M. Be�i?;Muhamed Be�i?;29;180;75;Bosnia and Herzegovina;70;70;0;1818;381;CDM;Ferencv�rosi TC;1400000;600;3100000;2023;2021;Right
219709;Sa�l;Sa�l Garc�a Cabrero;27;183;75;Spain;70;71;1;1772;373;LB;Racing Santander;1700000;6000;2800000;2024;2022;Left
232765;T. Molina;Tom�s Molina;27;183;78;Argentina;70;71;1;1670;364;ST;LDU Quito;1900000;700;4200000;2022;2022;Right
240439;R. Porteous;Ryan Porteous;23;188;75;Scotland;70;75;5;1751;373;CB;Hibernian;2200000;4000;4000000;2023;2016;Right
232759;J. Tymon;Josh Tymon;23;180;75;England;70;76;6;1829;392;LWB;Stoke City;2400000;13000;5000000;2025;2017;Left
202814;N. Byrne;Nathan Byrne;30;172;70;England;70;70;0;1811;398;RB;Charlotte FC;1400000;5000;2000000;2024;2022;Right
208949;N. Al Abed;Nawaf Al Abed;32;165;63;Saudi Arabia;70;70;0;1773;365;CAM;Al Shabab;1300000;18000;2200000;2023;2020;Left
259634;J. Zemura;Jordan Zemura;22;173;75;Zimbabwe;70;77;7;1674;371;LB;AFC Bournemouth;3100000;19000;6800000;2023;2019;Left
194354;E. Haji Safi;Ehsan Haji Safi;32;178;81;Iran;70;70;0;1973;412;LB;AEK Athens;1100000;700;2400000;2023;2021;Left
223283;F. Di�dhiou;Famara Di�dhiou;29;189;80;Senegal;70;70;0;1636;350;ST;Aytemiz Alanyaspor;1600000;14000;3200000;2025;2021;Right
232755;J. Dasilva;Jay Dasilva;24;170;64;England;70;75;5;1788;381;LWB;Bristol City;2200000;15000;4300000;2023;2019;Left
234803;N. Baxter;Nathan Baxter;23;188;76;England;70;77;7;1070;389;GK;Hull City;2700000;27000;0;2023;2016;Right
229428;Y. Rahmani;Yanis Rahmani;27;179;73;France;70;70;0;1726;373;LW;SD Eibar;1700000;6000;2700000;2025;2021;Left
258356;Pedr�o;Pedro Henrique de Oliveira Correia;25;194;87;Brazil;70;76;6;1472;319;CB;Portimonense SC;2200000;5000;5100000;2027;2021;Right
213813;A. Fransson;Alexander Fransson;28;180;76;Sweden;70;70;0;1932;408;CM;AEK Athens;1600000;750;3500000;2023;2022;Right
212023;R. Beri?;Robert Beri?;31;188;82;Slovenia;70;70;0;1792;369;ST;Tianjin Jinmen Tiger FC;1300000;7000;2000000;2023;2022;Right
239669;J. Levi;Jonathan Levi;26;185;75;Sweden;70;70;0;1767;380;RW;IFK Norrk�ping;1700000;5000;2100000;2023;2020;Left
242997;L. Maina;Linton Maina;23;173;70;Germany;70;78;8;1640;359;RM;1. FC K�ln;3500000;13000;7000000;2022;2022;Right
139062;W. Caballero;Willy Caballero;40;186;83;Argentina;70;70;0;1188;386;GK;Southampton;180000;12000;342000;2023;2021;Right
213302;I. Tajouri-Shradi;Ismael Tajouri-Shradi;28;170;64;Libya;70;70;0;1795;378;LW;New England Revolution;1600000;5000;2400000;2023;2022;Left
214838;�. Opazo;�scar Opazo;31;169;72;Chile;70;70;0;1874;404;RB;Colo-Colo;1200000;550;2600000;2022;2017;Right
230454;Le�ncio Lobeiro;Le�ncio Roger Lobeiro Cunha;22;179;73;Brazil;70;70;0;1730;381;RW;Flamengo;1900000;700;4000000;2025;2022;Right
244022;I. Sissoko;Ibrahim Sissoko;26;190;89;France;70;72;2;1676;367;ST;FC Sochaux-Montb�liard;2000000;5000;3700000;2026;2022;Right
185405;D. Kuciak;Du�an Kuciak;37;194;87;Slovakia;70;70;0;1085;376;GK;Lechia Gda?sk;180000;3000;243000;2024;2017;Right
230718;E. Botka;Endre Botka;27;178;77;Hungary;70;70;0;1596;355;CB;Ferencv�rosi TC;1500000;600;3300000;2023;2017;Right
187157;M. Godden;Matt Godden;30;180;74;England;70;70;0;1743;351;ST;Coventry City;1600000;14000;3000000;2024;2019;Right
247623;J. Ngakia;Jeremy Ngakia;21;178;73;England;70;81;11;1613;352;RB;Watford;3400000;15000;7100000;2024;2020;Right
193860;T. Schick;Thorsten Schick;32;180;73;Austria;70;70;0;1958;409;RM;SK Rapid Wien;1300000;16000;2000000;2024;2019;Right
213829;A. Cerri;Alberto Cerri;26;194;91;Italy;70;72;2;1617;350;ST;Como;2000000;3000;3300000;2026;2022;Right
231237;P. Jensen;Peter Vindahl Jensen;24;196;87;Denmark;70;75;5;1234;381;GK;AZ Alkmaar;1900000;4000;3000000;2025;2021;Right
235077;B. Riascos;Brayan Riascos;27;183;80;Colombia;70;70;0;1816;401;ST;Al Khaleej;1700000;9000;2800000;2023;2021;Right
214343;D. Moreno;Didier Moreno;30;180;70;Colombia;70;70;0;1725;376;CDM;Junior FC;1300000;500;2900000;2023;2020;Right
221767;Choi Kyoung Rok;Kyoung Rok Choi;27;176;68;Korea Republic;70;70;0;1697;353;CAM;Karlsruher SC;1700000;9000;2600000;2023;2018;Right
179783;R. F�hrmann;Ralf F�hrmann;33;197;98;Germany;70;70;0;1101;364;GK;FC Schalke 04;525000;10000;945000;2025;2011;Right
211272;C. Corval�n;Claudio Corval�n;33;179;78;Argentina;70;70;0;1824;386;LB;Uni�n de Santa Fe;825000;7000;1200000;2022;2018;Left
253251;J. Morel;Jorge Morel;24;184;80;Paraguay;70;79;9;1743;376;CDM;Estudiantes de La Plata;3300000;6000;5600000;2023;2016;Right
233544;K. Malinov;Kristiyan Malinov;28;170;65;Bulgaria;70;70;0;1795;386;CDM;Oud-Heverlee Leuven;1400000;8000;2000000;2023;2020;Right
192840;M. ?uri?;Milan ?uri?;32;198;94;Bosnia and Herzegovina;70;70;0;1602;340;ST;Hellas Verona;1300000;16000;2200000;2025;2022;Right
270409;S�vio;S�vio Moreira de Oliveira;18;176;71;Brazil;70;86;16;1641;346;CAM;PSV;4000000;5000;0;2023;2022;Left
205386;G. Hubert;Guillaume Hubert;28;198;88;Belgium;70;73;3;1111;386;GK;KV Oostende;1500000;6000;2300000;2023;2020;Right
223818;Jo�o Afonso;Jo�o Ricardo da Silva Afonso;32;188;84;Portugal;70;70;0;1518;324;CB;Santa Clara;1000000;4000;2100000;2023;2019;Right
224330;N. Stefanelli;Nicol�s Stefanelli;27;166;71;Argentina;70;71;1;1853;388;ST;AIK;1900000;6000;2500000;2023;2021;Right
244042;M. Djitt�;Moussa Djitt�;22;180;75;Senegal;70;78;8;1720;377;ST;Austin FC;3600000;5000;6100000;2024;2021;Right
229956;L. Zigi;Lawrence Ati Zigi;25;188;87;Ghana;70;76;6;1176;381;GK;FC St. Gallen 1879;2000000;5000;3300000;2023;2020;Right
258626;D. Sinani;Danel Sinani;25;185;73;Luxembourg;70;73;3;1820;383;CAM;Norwich City;2100000;22000;4099999;2023;2020;Left
245054;Lee Dong Kyung;Dong Kyung Lee;24;175;69;Korea Republic;70;75;5;1901;405;LM;FC Schalke 04;2400000;6000;0;2022;2018;Left
211264;G. Servio;Gaspar Servio;30;185;86;Argentina;70;70;0;1234;393;GK;Rosario Central;1100000;7000;1700000;2022;2020;Right
252990;J. Hern�ndez;Junior Hern�ndez;23;172;69;Colombia;70;77;7;1798;382;LB;Club Deportes Tolima;3000000;500;7200000;2022;2019;Left
260926;K. Schade;Kevin Schade;20;183;74;Germany;70;83;13;1674;368;RW;Sport-Club Freiburg;3800000;11000;8800000;2026;2021;Right
199487;G�lvez;Alejandro G�lvez Jimena;33;188;79;Spain;70;70;0;1679;340;CB;UD Ibiza;750000;5000;1200000;2023;2021;Right
227903;M. Romero;Maximiliano Romero;23;179;72;Argentina;70;78;8;1706;362;ST;Racing Club;3600000;9000;0;2023;2018;Right
232255;A. Bouzat;Agust�n Bouzat;28;169;72;Argentina;70;70;0;1888;402;LM;Colo-Colo;1600000;650;3500000;2024;2017;Left
237631;L. Mothiba;Lebo Mothiba;26;182;76;South Africa;70;73;3;1692;358;ST;RC Strasbourg Alsace;2100000;15000;4099999;2024;2018;Right
239679;P. Mazzocchi;Pasquale Mazzocchi;26;180;74;Italy;70;71;1;1870;402;RWB;US Salernitana 1919;1700000;13000;3200000;2025;2022;Right
237376;Juanjo Nieto;Juan Jos� Nieto Zarzoso;27;175;71;Spain;70;71;1;1892;407;RB;Uni�n Deportiva Almer�a;1700000;13000;3900000;2023;2021;Right
248386;Gustavo Assun��o;Gustavo Enrique Assun��o da Silva;22;178;68;Brazil;70;77;7;1856;393;CDM;Futebol Clube de Famalic�o;3000000;5000;6900000;2025;2019;Right
205377;D. L�on;Donovan L�on;29;187;94;France;70;71;1;1213;392;GK;AJ Auxerre;1200000;9000;2500000;2023;2020;Right
206145;B. Uphoff;Benjamin Uphoff;28;192;84;Germany;70;71;1;1031;384;GK;Sport-Club Freiburg;1300000;12000;2300000;2023;2020;Right
222273;Jiang Zhipeng;Zhipeng Jiang;33;178;75;China PR;70;70;0;1889;402;LB;Shenzhen FC;825000;7000;1300000;2023;2020;Left
223553;Serginho;S�rgio Henrique Francisco;37;168;74;Brazil;70;70;0;1659;355;LM;Club Deportivo Jorge Wilstermann;525000;500;1100000;2022;2017;Right
242753;A. Trouillet;Alexis Trouillet;21;175;65;France;70;81;11;1821;384;CM;OGC Nice;3600000;15000;7600000;2024;2020;Left
254273;A. Beka Beka;Alexis Beka Beka;21;178;75;France;70;80;10;1795;397;CDM;OGC Nice;3400000;14000;7100000;2027;2022;Right
247106;A. Bernabei;Alexandro Bernabei;21;169;65;Argentina;70;80;10;1967;424;LM;Celtic;3400000;18000;6800000;2027;2022;Left
264337;Rodrigo Muniz;Rodrigo Muniz Carvalho;21;185;79;Brazil;70;81;11;1741;370;ST;Fulham;3600000;23000;7600000;2026;2021;Right
216750;P. Carlgren;Patrik Carlgren;30;188;84;Sweden;70;70;0;1281;389;GK;Randers FC;1100000;6000;1400000;2024;2018;Right
259786;F. Vera;Federico Vera;24;178;75;Argentina;70;76;6;1706;380;RB;Uni�n de Santa Fe;2400000;6000;4099999;2023;2020;Right
204242;M. Barreto;Micka�l Barreto;31;175;67;France;70;70;0;1765;371;LM;AC Ajaccio;1300000;11000;2600000;2023;2020;Right
200914;A. Salvi;Alessandro Salvi;34;183;76;Italy;70;70;0;1914;406;RB;Ascoli;575000;3000;920000;2023;2021;Right
244945;M. Capasso;Manuel Capasso;26;188;87;Argentina;70;74;4;1486;321;CB;Atl�tico Tucum�n;2000000;8000;0;2022;2020;Right
230865;B. Luciatti;Brian Abel Luciatti;29;178;67;Argentina;70;71;1;1674;360;CB;Club Atl�tico Tigre;1500000;7000;2400000;2022;2020;Left
227537;H. Veerman;Henk Veerman;31;201;90;Netherlands;70;70;0;1571;354;ST;FC Volendam;1300000;6000;1900000;2025;2022;Right
224977;A. Micai;Alessandro Micai;28;186;77;Italy;70;70;0;1140;386;GK;US Salernitana 1919;1100000;11000;2000000;2023;2018;Right
210129;G. Lovrencsics;Gerg? Lovrencsics;33;177;75;Hungary;70;70;0;1947;412;RB;Hajduk Split;825000;600;1800000;2023;2021;Right
261072;R. Enrique;Ramiro Enrique;21;171;68;Argentina;70;82;12;1738;369;ST;Club Atl�tico Banfield;3900000;7000;6600000;2023;2021;Right
208592;M. Delgado;Mark Delgado;27;175;67;United States;70;70;0;1808;382;CDM;LA Galaxy;1500000;5000;2300000;2024;2022;Right
204240;B. Reynet;Baptiste Reynet;31;185;90;France;70;70;0;1171;391;GK;Dijon FCO;850000;4000;1500000;2024;2021;Right
188879;A. N'Diaye;Alfred N'Diaye;32;188;82;Senegal;70;70;0;1834;393;CB;Al Shabab;1100000;17000;1900000;2023;2019;Right
228815;T. Roberts;Tyler Roberts;23;180;75;Wales;70;75;5;1794;388;ST;Queens Park Rangers;2400000;18000;0;2023;2018;Right
206031;Jeft�;Jeft� Betancor S�nchez;28;186;79;Spain;70;70;0;1768;372;ST;CFR Cluj;1600000;11000;2200000;2023;2022;Right
223694;E. Marxen;Erik Marxen;31;185;80;Denmark;70;70;0;1842;387;CB;FC Nordsj�lland;1100000;7000;1400000;2025;2022;Left
